id,name,logo_path,parent_id,territory_id,official_name,code,gender,is_active,team_type
1022,Sweden U23 Women's National Team,user://assets/textures/territory_logo/230.webp,494,230,Kingdom of Sweden U23 Women's National Team,,1,1,1
1023,Switzerland U23 Women's National Team,user://assets/textures/territory_logo/231.webp,495,231,Swiss Confederation U23 Women's National Team,,1,1,1
1024,Syria U23 Women's National Team,user://assets/textures/territory_logo/232.webp,496,232,Syrian Arab Republic U23 Women's National Team,,1,1,1
1025,Taiwan U23 Women's National Team,user://assets/textures/territory_logo/233.webp,497,233,Republic of China U23 Women's National Team,,1,1,1
1026,Tajikistan U23 Women's National Team,user://assets/textures/territory_logo/234.webp,498,234,Republic of Tajikistan U23 Women's National Team,,1,1,1
1027,Tanzania U23 Women's National Team,user://assets/textures/territory_logo/235.webp,499,235,United Republic of Tanzania U23 Women's National Team,,1,1,1
1028,Thailand U23 Women's National Team,user://assets/textures/territory_logo/236.webp,500,236,Kingdom of Thailand U23 Women's National Team,,1,1,1
1029,Togo U23 Women's National Team,user://assets/textures/territory_logo/237.webp,501,237,Togolese Republic U23 Women's National Team,,1,1,1
1030,Tokelau U23 Women's National Team,user://assets/textures/territory_logo/238.webp,502,238,Tokelau U23 Women's National Team,,1,1,1
1031,Tonga U23 Women's National Team,user://assets/textures/territory_logo/239.webp,503,239,Kingdom of Tonga U23 Women's National Team,,1,1,1
1032,Transnistria U23 Women's National Team,user://assets/textures/territory_logo/240.webp,504,240,Pridnestrovian Moldavian Republic U23 Women's National Team,,1,1,1
1033,Trinidad and Tobago U23 Women's National Team,user://assets/textures/territory_logo/241.webp,505,241,Republic of Trinidad and Tobago U23 Women's National Team,,1,1,1
1034,Tristan da Cunha U23 Women's National Team,user://assets/textures/territory_logo/242.webp,506,242,Tristan da Cunha U23 Women's National Team,,1,1,1
1035,Tunisia U23 Women's National Team,user://assets/textures/territory_logo/243.webp,507,243,Republic of Tunisia U23 Women's National Team,,1,1,1
1036,Turkey U23 Women's National Team,user://assets/textures/territory_logo/244.webp,508,244,Republic of Türkiye U23 Women's National Team,,1,1,1
1037,Turkmenistan U23 Women's National Team,user://assets/textures/territory_logo/245.webp,509,245,Turkmenistan U23 Women's National Team,,1,1,1
1038,Turks and Caicos Islands U23 Women's National Team,user://assets/textures/territory_logo/246.webp,510,246,Turks and Caicos Islands U23 Women's National Team,,1,1,1
1039,Tuvalu U23 Women's National Team,user://assets/textures/territory_logo/247.webp,511,247,Tuvalu U23 Women's National Team,,1,1,1
1040,U.S. Virgin Islands U23 Women's National Team,user://assets/textures/territory_logo/248.webp,512,248,Virgin Islands of the United States U23 Women's National Team,,1,1,1
1041,Uganda U23 Women's National Team,user://assets/textures/territory_logo/249.webp,513,249,Republic of Uganda U23 Women's National Team,,1,1,1
1042,Ukraine U23 Women's National Team,user://assets/textures/territory_logo/250.webp,514,250,Ukraine U23 Women's National Team,,1,1,1
1043,United Arab Emirates U23 Women's National Team,user://assets/textures/territory_logo/251.webp,515,251,United Arab Emirates U23 Women's National Team,,1,1,1
1044,United States U23 Women's National Team,user://assets/textures/territory_logo/252.webp,516,252,United States of America U23 Women's National Team,,1,1,1
1045,Uruguay U23 Women's National Team,user://assets/textures/territory_logo/253.webp,517,253,Oriental Republic of Uruguay U23 Women's National Team,,1,1,1
1046,Uzbekistan U23 Women's National Team,user://assets/textures/territory_logo/254.webp,518,254,Republic of Uzbekistan U23 Women's National Team,,1,1,1
1047,Vanuatu U23 Women's National Team,user://assets/textures/territory_logo/255.webp,519,255,Republic of Vanuatu U23 Women's National Team,,1,1,1
1048,Vatican City U23 Women's National Team,user://assets/textures/territory_logo/256.webp,520,256,Vatican City State U23 Women's National Team,,1,1,1
1049,Venezuela U23 Women's National Team,user://assets/textures/territory_logo/257.webp,521,257,Bolivarian Republic of Venezuela U23 Women's National Team,,1,1,1
1050,Vietnam U23 Women's National Team,user://assets/textures/territory_logo/258.webp,522,258,Socialist Republic of Vietnam U23 Women's National Team,,1,1,1
1051,Wales U23 Women's National Team,user://assets/textures/territory_logo/259.webp,523,259,Wales U23 Women's National Team,,1,1,1
1052,Wallis and Futuna U23 Women's National Team,user://assets/textures/territory_logo/260.webp,524,260,Territory of the Wallis and Futuna Islands U23 Women's National Team,,1,1,1
1053,Yemen U23 Women's National Team,user://assets/textures/territory_logo/261.webp,525,261,Republic of Yemen U23 Women's National Team,,1,1,1
1054,Zambia U23 Women's National Team,user://assets/textures/territory_logo/262.webp,526,262,Republic of Zambia U23 Women's National Team,,1,1,1
1055,Zanzibar U23 Women's National Team,user://assets/textures/territory_logo/263.webp,527,263,Zanzibar U23 Women's National Team,,1,1,1
1056,Zimbabwe U23 Women's National Team,user://assets/textures/territory_logo/264.webp,528,264,Republic of Zimbabwe U23 Women's National Team,,1,1,1
1057,Abkhazia U20 National Team,user://assets/textures/territory_logo/1.webp,1,1,Republic of Abkhazia U20 National Team,,0,1,1
1058,Afghanistan U20 National Team,user://assets/textures/territory_logo/2.webp,2,2,Islamic Emirate of Afghanistan U20 National Team,,0,1,1
1059,Akrotiri and Dhekelia U20 National Team,user://assets/textures/territory_logo/3.webp,3,3,Sovereign Base Areas of Akrotiri and Dhekelia U20 National Team,,0,1,1
1060,Aland Islands U20 National Team,user://assets/textures/territory_logo/4.webp,4,4,Åland U20 National Team,,0,1,1
1061,Albania U20 National Team,user://assets/textures/territory_logo/5.webp,5,5,Republic of Albania U20 National Team,,0,1,1
1062,Algeria U20 National Team,user://assets/textures/territory_logo/6.webp,6,6,People's Democratic Republic of Algeria U20 National Team,,0,1,1
1063,American Samoa U20 National Team,user://assets/textures/territory_logo/7.webp,7,7,American Samoa U20 National Team,,0,1,1
1064,Andorra U20 National Team,user://assets/textures/territory_logo/8.webp,8,8,Principality of Andorra U20 National Team,,0,1,1
1065,Angola U20 National Team,user://assets/textures/territory_logo/9.webp,9,9,Republic of Angola U20 National Team,,0,1,1
1066,Anguilla U20 National Team,user://assets/textures/territory_logo/10.webp,10,10,Anguilla U20 National Team,,0,1,1
1067,Antigua and Barbuda U20 National Team,user://assets/textures/territory_logo/11.webp,11,11,Antigua and Barbuda U20 National Team,,0,1,1
1068,Argentina U20 National Team,user://assets/textures/territory_logo/12.webp,12,12,Argentine Republic U20 National Team,,0,1,1
1069,Armenia U20 National Team,user://assets/textures/territory_logo/13.webp,13,13,Republic of Armenia U20 National Team,,0,1,1
1070,Aruba U20 National Team,user://assets/textures/territory_logo/14.webp,14,14,Country of Aruba U20 National Team,,0,1,1
1071,Ascension Island U20 National Team,user://assets/textures/territory_logo/15.webp,15,15,Ascension Island U20 National Team,,0,1,1
1072,Australia U20 National Team,user://assets/textures/territory_logo/16.webp,16,16,Commonwealth of Australia U20 National Team,,0,1,1
1073,Austria U20 National Team,user://assets/textures/territory_logo/17.webp,17,17,Republic of Austria U20 National Team,,0,1,1
1074,Azerbaijan U20 National Team,user://assets/textures/territory_logo/18.webp,18,18,Republic of Azerbaijan U20 National Team,,0,1,1
1075,Bahamas U20 National Team,user://assets/textures/territory_logo/19.webp,19,19,Commonwealth of the Bahamas U20 National Team,,0,1,1
1076,Bahrain U20 National Team,user://assets/textures/territory_logo/20.webp,20,20,Kingdom of Bahrain U20 National Team,,0,1,1
1077,Bangladesh U20 National Team,user://assets/textures/territory_logo/21.webp,21,21,People's Republic of Bangladesh U20 National Team,,0,1,1
1078,Barbados U20 National Team,user://assets/textures/territory_logo/22.webp,22,22,Barbados U20 National Team,,0,1,1
1079,Belarus U20 National Team,user://assets/textures/territory_logo/23.webp,23,23,Republic of Belarus U20 National Team,,0,1,1
1080,Belgium U20 National Team,user://assets/textures/territory_logo/24.webp,24,24,Kingdom of Belgium U20 National Team,,0,1,1
1081,Belize U20 National Team,user://assets/textures/territory_logo/25.webp,25,25,Belize U20 National Team,,0,1,1
1082,Benin U20 National Team,user://assets/textures/territory_logo/26.webp,26,26,Republic of Benin U20 National Team,,0,1,1
1083,Bermuda U20 National Team,user://assets/textures/territory_logo/27.webp,27,27,Bermuda U20 National Team,,0,1,1
1084,Bhutan U20 National Team,user://assets/textures/territory_logo/28.webp,28,28,Kingdom of Bhutan U20 National Team,,0,1,1
1085,Bolivia U20 National Team,user://assets/textures/territory_logo/29.webp,29,29,Plurinational State of Bolivia U20 National Team,,0,1,1
1086,Bonaire U20 National Team,user://assets/textures/territory_logo/30.webp,30,30,Bonaire U20 National Team,,0,1,1
1087,Bosnia and Herzegovina U20 National Team,user://assets/textures/territory_logo/31.webp,31,31,Bosnia and Herzegovina U20 National Team,,0,1,1
1088,Botswana U20 National Team,user://assets/textures/territory_logo/32.webp,32,32,Republic of Botswana U20 National Team,,0,1,1
1089,Brazil U20 National Team,user://assets/textures/territory_logo/33.webp,33,33,Federative Republic of Brazil U20 National Team,,0,1,1
1090,British Virgin Islands U20 National Team,user://assets/textures/territory_logo/34.webp,34,34,Virgin Islands U20 National Team,,0,1,1
1091,Brunei U20 National Team,user://assets/textures/territory_logo/35.webp,35,35,Brunei Darussalam U20 National Team,,0,1,1
1092,Bulgaria U20 National Team,user://assets/textures/territory_logo/36.webp,36,36,Republic of Bulgaria U20 National Team,,0,1,1
1093,Burkina Faso U20 National Team,user://assets/textures/territory_logo/37.webp,37,37,Burkina Faso U20 National Team,,0,1,1
1094,Burundi U20 National Team,user://assets/textures/territory_logo/38.webp,38,38,Republic of Burundi U20 National Team,,0,1,1
1095,Cambodia U20 National Team,user://assets/textures/territory_logo/39.webp,39,39,Kingdom of Cambodia U20 National Team,,0,1,1
1096,Cameroon U20 National Team,user://assets/textures/territory_logo/40.webp,40,40,Republic of Cameroon U20 National Team,,0,1,1
1097,Canada U20 National Team,user://assets/textures/territory_logo/41.webp,41,41,Canada U20 National Team,,0,1,1
1098,Cape Verde U20 National Team,user://assets/textures/territory_logo/42.webp,42,42,Republic of Cabo Verde U20 National Team,,0,1,1
1099,Cayman Islands U20 National Team,user://assets/textures/territory_logo/43.webp,43,43,Cayman Islands U20 National Team,,0,1,1
1100,Central African Republic U20 National Team,user://assets/textures/territory_logo/44.webp,44,44,Central African Republic U20 National Team,,0,1,1
1101,Chad U20 National Team,user://assets/textures/territory_logo/45.webp,45,45,Republic of Chad U20 National Team,,0,1,1
1102,Chile U20 National Team,user://assets/textures/territory_logo/46.webp,46,46,Republic of Chile U20 National Team,,0,1,1
1103,China U20 National Team,user://assets/textures/territory_logo/47.webp,47,47,People's Republic of China U20 National Team,,0,1,1
1104,Christmas Island U20 National Team,user://assets/textures/territory_logo/48.webp,48,48,Territory of Christmas Island U20 National Team,,0,1,1
1105,Cocos Islands U20 National Team,user://assets/textures/territory_logo/49.webp,49,49,Territory of Cocos (Keeling) Islands U20 National Team,,0,1,1
1106,Colombia U20 National Team,user://assets/textures/territory_logo/50.webp,50,50,Republic of Colombia U20 National Team,,0,1,1
1107,Comoros U20 National Team,user://assets/textures/territory_logo/51.webp,51,51,Union of the Comoros U20 National Team,,0,1,1
1108,Congo U20 National Team,user://assets/textures/territory_logo/52.webp,52,52,Republic of the Congo U20 National Team,,0,1,1
1109,Cook Islands U20 National Team,user://assets/textures/territory_logo/53.webp,53,53,Cook Islands U20 National Team,,0,1,1
1110,Costa Rica U20 National Team,user://assets/textures/territory_logo/54.webp,54,54,Republic of Costa Rica U20 National Team,,0,1,1
1111,Croatia U20 National Team,user://assets/textures/territory_logo/55.webp,55,55,Republic of Croatia U20 National Team,,0,1,1
1112,Cuba U20 National Team,user://assets/textures/territory_logo/56.webp,56,56,Republic of Cuba U20 National Team,,0,1,1
1113,Curaçao U20 National Team,user://assets/textures/territory_logo/57.webp,57,57,Country of Curaçao U20 National Team,,0,1,1
1114,Cyprus U20 National Team,user://assets/textures/territory_logo/58.webp,58,58,Republic of Cyprus U20 National Team,,0,1,1
1115,Czechia U20 National Team,user://assets/textures/territory_logo/59.webp,59,59,Czech Republic U20 National Team,,0,1,1
1116,Denmark U20 National Team,user://assets/textures/territory_logo/60.webp,60,60,Kingdom of Denmark U20 National Team,,0,1,1
1117,Djibouti U20 National Team,user://assets/textures/territory_logo/61.webp,61,61,Republic of Djibouti U20 National Team,,0,1,1
1118,Dominica U20 National Team,user://assets/textures/territory_logo/62.webp,62,62,Commonwealth of Dominica U20 National Team,,0,1,1
1119,Dominican Republic U20 National Team,user://assets/textures/territory_logo/63.webp,63,63,Dominican Republic U20 National Team,,0,1,1
1120,DR Congo U20 National Team,user://assets/textures/territory_logo/64.webp,64,64,Democratic Republic of the Congo U20 National Team,,0,1,1
1121,Timor-Leste U20 National Team,user://assets/textures/territory_logo/65.webp,65,65,Democratic Republic of Timor-Leste U20 National Team,,0,1,1
1122,Easter Island U20 National Team,user://assets/textures/territory_logo/66.webp,66,66,Easter Island U20 National Team,,0,1,1
1123,Ecuador U20 National Team,user://assets/textures/territory_logo/67.webp,67,67,Republic of Ecuador U20 National Team,,0,1,1
1124,Egypt U20 National Team,user://assets/textures/territory_logo/68.webp,68,68,Arab Republic of Egypt U20 National Team,,0,1,1
1125,El Salvador U20 National Team,user://assets/textures/territory_logo/69.webp,69,69,Republic of El Salvador U20 National Team,,0,1,1
1126,England U20 National Team,user://assets/textures/territory_logo/70.webp,70,70,England U20 National Team,,0,1,1
1127,Equatorial Guinea U20 National Team,user://assets/textures/territory_logo/71.webp,71,71,Republic of Equatorial Guinea U20 National Team,,0,1,1
1128,Eritrea U20 National Team,user://assets/textures/territory_logo/72.webp,72,72,State of Eritrea U20 National Team,,0,1,1
1129,Estonia U20 National Team,user://assets/textures/territory_logo/73.webp,73,73,Republic of Estonia U20 National Team,,0,1,1
1130,Eswatini U20 National Team,user://assets/textures/territory_logo/74.webp,74,74,Kingdom of Eswatini U20 National Team,,0,1,1
1131,Ethiopia U20 National Team,user://assets/textures/territory_logo/75.webp,75,75,Federal Democratic Republic of Ethiopia U20 National Team,,0,1,1
1132,Falkland Islands U20 National Team,user://assets/textures/territory_logo/76.webp,76,76,Falkland Islands U20 National Team,,0,1,1
1133,Faroe Islands U20 National Team,user://assets/textures/territory_logo/77.webp,77,77,Faroe Islands U20 National Team,,0,1,1
1134,Federated States of Micronesia U20 National Team,user://assets/textures/territory_logo/78.webp,78,78,Federated States of Micronesia U20 National Team,,0,1,1
1135,Fiji U20 National Team,user://assets/textures/territory_logo/79.webp,79,79,Republic of Fiji U20 National Team,,0,1,1
1136,Finland U20 National Team,user://assets/textures/territory_logo/80.webp,80,80,Republic of Finland U20 National Team,,0,1,1
1137,France U20 National Team,user://assets/textures/territory_logo/81.webp,81,81,French Republic U20 National Team,,0,1,1
1138,French Guiana U20 National Team,user://assets/textures/territory_logo/82.webp,82,82,French Guiana U20 National Team,,0,1,1
1139,French Polynesia U20 National Team,user://assets/textures/territory_logo/83.webp,83,83,French Polynesia U20 National Team,,0,1,1
1140,Gabon U20 National Team,user://assets/textures/territory_logo/84.webp,84,84,Gabonese Republic U20 National Team,,0,1,1
1141,The Gambia U20 National Team,user://assets/textures/territory_logo/85.webp,85,85,Republic of the Gambia U20 National Team,,0,1,1
1142,Georgia U20 National Team,user://assets/textures/territory_logo/86.webp,86,86,Georgia U20 National Team,,0,1,1
1143,Germany U20 National Team,user://assets/textures/territory_logo/87.webp,87,87,Federal Republic of Germany U20 National Team,,0,1,1
1144,Ghana U20 National Team,user://assets/textures/territory_logo/88.webp,88,88,Republic of Ghana U20 National Team,,0,1,1
1145,Gibraltar U20 National Team,user://assets/textures/territory_logo/89.webp,89,89,Gibraltar U20 National Team,,0,1,1
1146,Gozo U20 National Team,user://assets/textures/territory_logo/90.webp,90,90,Gozo U20 National Team,,0,1,1
1147,Greece U20 National Team,user://assets/textures/territory_logo/91.webp,91,91,Hellenic Republic U20 National Team,,0,1,1
1148,Greenland U20 National Team,user://assets/textures/territory_logo/92.webp,92,92,Greenland U20 National Team,,0,1,1
1149,Grenada U20 National Team,user://assets/textures/territory_logo/93.webp,93,93,Grenada U20 National Team,,0,1,1
1150,Guadeloupe U20 National Team,user://assets/textures/territory_logo/94.webp,94,94,Guadeloupe U20 National Team,,0,1,1
1151,Guam U20 National Team,user://assets/textures/territory_logo/95.webp,95,95,Guam U20 National Team,,0,1,1
1152,Guatemala U20 National Team,user://assets/textures/territory_logo/96.webp,96,96,Republic of Guatemala U20 National Team,,0,1,1
1153,Guernsey U20 National Team,user://assets/textures/territory_logo/97.webp,97,97,Guernsey U20 National Team,,0,1,1
1154,Guinea U20 National Team,user://assets/textures/territory_logo/98.webp,98,98,Republic of Guinea U20 National Team,,0,1,1
1155,Guinea-Bissau U20 National Team,user://assets/textures/territory_logo/99.webp,99,99,Republic of Guinea-Bissau U20 National Team,,0,1,1
1156,Guyana U20 National Team,user://assets/textures/territory_logo/100.webp,100,100,Co-operative Republic of Guyana U20 National Team,,0,1,1
1157,Haiti U20 National Team,user://assets/textures/territory_logo/101.webp,101,101,Republic of Haiti U20 National Team,,0,1,1
1158,Hawaii U20 National Team,user://assets/textures/territory_logo/102.webp,102,102,Hawaii U20 National Team,,0,1,1
1159,Honduras U20 National Team,user://assets/textures/territory_logo/103.webp,103,103,Republic of Honduras U20 National Team,,0,1,1
1160,Hong Kong U20 National Team,user://assets/textures/territory_logo/104.webp,104,104,Hong Kong U20 National Team,,0,1,1
1161,Hungary U20 National Team,user://assets/textures/territory_logo/105.webp,105,105,Hungary U20 National Team,,0,1,1
1162,Iceland U20 National Team,user://assets/textures/territory_logo/106.webp,106,106,Iceland U20 National Team,,0,1,1
1163,India U20 National Team,user://assets/textures/territory_logo/107.webp,107,107,Republic of India U20 National Team,,0,1,1
1164,Indonesia U20 National Team,user://assets/textures/territory_logo/108.webp,108,108,Republic of Indonesia U20 National Team,,0,1,1
1165,Iran U20 National Team,user://assets/textures/territory_logo/109.webp,109,109,Islamic Republic of Iran U20 National Team,,0,1,1
1166,Iraq U20 National Team,user://assets/textures/territory_logo/110.webp,110,110,Republic of Iraq U20 National Team,,0,1,1
1167,Ireland U20 National Team,user://assets/textures/territory_logo/111.webp,111,111,Republic of Ireland U20 National Team,,0,1,1
1168,Isle of Man U20 National Team,user://assets/textures/territory_logo/112.webp,112,112,Isle of Man U20 National Team,,0,1,1
1169,Isle of Wight U20 National Team,user://assets/textures/territory_logo/113.webp,113,113,Isle of Wight U20 National Team,,0,1,1
1170,Isles of Scilly U20 National Team,user://assets/textures/territory_logo/114.webp,114,114,Isles of Scilly U20 National Team,,0,1,1
1171,Israel U20 National Team,user://assets/textures/territory_logo/115.webp,115,115,State of Israel U20 National Team,,0,1,1
1172,Italy U20 National Team,user://assets/textures/territory_logo/116.webp,116,116,Italian Republic U20 National Team,,0,1,1
1173,Ivory Coast U20 National Team,user://assets/textures/territory_logo/117.webp,117,117,Republic of Côte d'Ivoire U20 National Team,,0,1,1
1174,Jamaica U20 National Team,user://assets/textures/territory_logo/118.webp,118,118,Jamaica U20 National Team,,0,1,1
1175,Japan U20 National Team,user://assets/textures/territory_logo/119.webp,119,119,Japan U20 National Team,,0,1,1
1176,Jersey U20 National Team,user://assets/textures/territory_logo/120.webp,120,120,Bailiwick of Jersey U20 National Team,,0,1,1
1177,Jordan U20 National Team,user://assets/textures/territory_logo/121.webp,121,121,Hashemite Kingdom of Jordan U20 National Team,,0,1,1
1178,Kazakhstan U20 National Team,user://assets/textures/territory_logo/122.webp,122,122,Republic of Kazakhstan U20 National Team,,0,1,1
1179,Kenya U20 National Team,user://assets/textures/territory_logo/123.webp,123,123,Republic of Kenya U20 National Team,,0,1,1
1180,Kiribati U20 National Team,user://assets/textures/territory_logo/124.webp,124,124,Republic of Kiribati U20 National Team,,0,1,1
1181,Kosovo U20 National Team,user://assets/textures/territory_logo/125.webp,125,125,Republic of Kosovo U20 National Team,,0,1,1
1182,Kuwait U20 National Team,user://assets/textures/territory_logo/126.webp,126,126,State of Kuwait U20 National Team,,0,1,1
1183,Kyrgyzstan U20 National Team,user://assets/textures/territory_logo/127.webp,127,127,Kyrgyz Republic U20 National Team,,0,1,1
1184,Laos U20 National Team,user://assets/textures/territory_logo/128.webp,128,128,Lao People's Democratic Republic U20 National Team,,0,1,1
1185,Latvia U20 National Team,user://assets/textures/territory_logo/129.webp,129,129,Republic of Latvia U20 National Team,,0,1,1
1186,Lebanon U20 National Team,user://assets/textures/territory_logo/130.webp,130,130,Republic of Lebanon U20 National Team,,0,1,1
1187,Lesotho U20 National Team,user://assets/textures/territory_logo/131.webp,131,131,Kingdom of Lesotho U20 National Team,,0,1,1
1188,Liberia U20 National Team,user://assets/textures/territory_logo/132.webp,132,132,Republic of Liberia U20 National Team,,0,1,1
1189,Libya U20 National Team,user://assets/textures/territory_logo/133.webp,133,133,State of Libya U20 National Team,,0,1,1
1190,Liechtenstein U20 National Team,user://assets/textures/territory_logo/134.webp,134,134,Principality of Liechtenstein U20 National Team,,0,1,1
1191,Lithuania U20 National Team,user://assets/textures/territory_logo/135.webp,135,135,Republic of Lithuania U20 National Team,,0,1,1
1192,Luxembourg U20 National Team,user://assets/textures/territory_logo/136.webp,136,136,Grand Duchy of Luxembourg U20 National Team,,0,1,1
1193,Macau U20 National Team,user://assets/textures/territory_logo/137.webp,137,137,Macau U20 National Team,,0,1,1
1194,Madagascar U20 National Team,user://assets/textures/territory_logo/138.webp,138,138,Republic of Madagascar U20 National Team,,0,1,1
1195,Madeira U20 National Team,user://assets/textures/territory_logo/139.webp,139,139,Autonomous Region of Madeira U20 National Team,,0,1,1
1196,Malawi U20 National Team,user://assets/textures/territory_logo/140.webp,140,140,Republic of Malawi U20 National Team,,0,1,1
1197,Malaysia U20 National Team,user://assets/textures/territory_logo/141.webp,141,141,Malaysia U20 National Team,,0,1,1
1198,Maldives U20 National Team,user://assets/textures/territory_logo/142.webp,142,142,Republic of Maldives U20 National Team,,0,1,1
1199,Mali U20 National Team,user://assets/textures/territory_logo/143.webp,143,143,Republic of Mali U20 National Team,,0,1,1
1200,Malta U20 National Team,user://assets/textures/territory_logo/144.webp,144,144,Republic of Malta U20 National Team,,0,1,1
1201,Marshall Islands U20 National Team,user://assets/textures/territory_logo/145.webp,145,145,Republic of the Marshall Islands U20 National Team,,0,1,1
1202,Martinique U20 National Team,user://assets/textures/territory_logo/146.webp,146,146,Martinique U20 National Team,,0,1,1
1203,Mauritania U20 National Team,user://assets/textures/territory_logo/147.webp,147,147,Islamic Republic of Mauritania U20 National Team,,0,1,1
1204,Mauritius U20 National Team,user://assets/textures/territory_logo/148.webp,148,148,Republic of Mauritius U20 National Team,,0,1,1
1205,Mayotte U20 National Team,user://assets/textures/territory_logo/149.webp,149,149,Department of Mayotte U20 National Team,,0,1,1
1206,Mexico U20 National Team,user://assets/textures/territory_logo/150.webp,150,150,United Mexican States U20 National Team,,0,1,1
1207,Moldova U20 National Team,user://assets/textures/territory_logo/151.webp,151,151,Republic of Moldova U20 National Team,,0,1,1
1208,Monaco U20 National Team,user://assets/textures/territory_logo/152.webp,152,152,Principality of Monaco U20 National Team,,0,1,1
1209,Mongolia U20 National Team,user://assets/textures/territory_logo/153.webp,153,153,Mongolia U20 National Team,,0,1,1
1210,Montenegro U20 National Team,user://assets/textures/territory_logo/154.webp,154,154,Montenegro U20 National Team,,0,1,1
1211,Montserrat U20 National Team,user://assets/textures/territory_logo/155.webp,155,155,Montserrat U20 National Team,,0,1,1
1212,Morocco U20 National Team,user://assets/textures/territory_logo/156.webp,156,156,Kingdom of Morocco U20 National Team,,0,1,1
1213,Mozambique U20 National Team,user://assets/textures/territory_logo/157.webp,157,157,Republic of Mozambique U20 National Team,,0,1,1
1214,Myanmar U20 National Team,user://assets/textures/territory_logo/158.webp,158,158,Republic of the Union of Myanmar U20 National Team,,0,1,1
1215,Namibia U20 National Team,user://assets/textures/territory_logo/159.webp,159,159,Republic of Namibia U20 National Team,,0,1,1
1216,Nauru U20 National Team,user://assets/textures/territory_logo/160.webp,160,160,Republic of Nauru U20 National Team,,0,1,1
1217,Nepal U20 National Team,user://assets/textures/territory_logo/161.webp,161,161,Federal Democratic Republic of Nepal U20 National Team,,0,1,1
1218,Netherlands U20 National Team,user://assets/textures/territory_logo/162.webp,162,162,Kingdom of the Netherlands U20 National Team,,0,1,1
1219,New Caledonia U20 National Team,user://assets/textures/territory_logo/163.webp,163,163,New Caledonia U20 National Team,,0,1,1
1220,New Zealand U20 National Team,user://assets/textures/territory_logo/164.webp,164,164,New Zealand U20 National Team,,0,1,1
1221,Nicaragua U20 National Team,user://assets/textures/territory_logo/165.webp,165,165,Republic of Nicaragua U20 National Team,,0,1,1
1222,Niger U20 National Team,user://assets/textures/territory_logo/166.webp,166,166,Republic of the Niger U20 National Team,,0,1,1
1223,Nigeria U20 National Team,user://assets/textures/territory_logo/167.webp,167,167,Federal Republic of Nigeria U20 National Team,,0,1,1
1224,Niue U20 National Team,user://assets/textures/territory_logo/168.webp,168,168,Niue U20 National Team,,0,1,1
1225,Norfolk Island U20 National Team,user://assets/textures/territory_logo/169.webp,169,169,Norfolk Island U20 National Team,,0,1,1
1226,North Korea U20 National Team,user://assets/textures/territory_logo/170.webp,170,170,Democratic People's Republic of Korea U20 National Team,,0,1,1
1227,North Macedonia U20 National Team,user://assets/textures/territory_logo/171.webp,171,171,Republic of North Macedonia U20 National Team,,0,1,1
1228,Northern Cyprus U20 National Team,user://assets/textures/territory_logo/172.webp,172,172,Turkish Republic of Northern Cyprus U20 National Team,,0,1,1
1229,Northern Ireland U20 National Team,user://assets/textures/territory_logo/173.webp,173,173,Northern Ireland U20 National Team,,0,1,1
1230,Northern Mariana Islands U20 National Team,user://assets/textures/territory_logo/174.webp,174,174,Commonwealth of the Northern Mariana Islands U20 National Team,,0,1,1
1231,Norway U20 National Team,user://assets/textures/territory_logo/175.webp,175,175,Kingdom of Norway U20 National Team,,0,1,1
1232,Oman U20 National Team,user://assets/textures/territory_logo/176.webp,176,176,Sultanate of Oman U20 National Team,,0,1,1
1233,Orkney U20 National Team,user://assets/textures/territory_logo/177.webp,177,177,Orkney U20 National Team,,0,1,1
1234,Pakistan U20 National Team,user://assets/textures/territory_logo/178.webp,178,178,Islamic Republic of Pakistan U20 National Team,,0,1,1
1235,Palau U20 National Team,user://assets/textures/territory_logo/179.webp,179,179,Republic of Palau U20 National Team,,0,1,1
1236,Palestine U20 National Team,user://assets/textures/territory_logo/180.webp,180,180,State of Palestine U20 National Team,,0,1,1
1237,Panama U20 National Team,user://assets/textures/territory_logo/181.webp,181,181,Republic of Panama U20 National Team,,0,1,1
1238,Papua New Guinea U20 National Team,user://assets/textures/territory_logo/182.webp,182,182,Independent State of Papua New Guinea U20 National Team,,0,1,1
1239,Paraguay U20 National Team,user://assets/textures/territory_logo/183.webp,183,183,Republic of Paraguay U20 National Team,,0,1,1
1240,Peru U20 National Team,user://assets/textures/territory_logo/184.webp,184,184,Republic of Peru U20 National Team,,0,1,1
1241,Philippines U20 National Team,user://assets/textures/territory_logo/185.webp,185,185,Republic of the Philippines U20 National Team,,0,1,1
1242,Pitcairn Islands U20 National Team,user://assets/textures/territory_logo/186.webp,186,186,"Pitcairn, Henderson, Ducie and Oeno Islands U20 National Team",,0,1,1
1243,Poland U20 National Team,user://assets/textures/territory_logo/187.webp,187,187,Republic of Poland U20 National Team,,0,1,1
1244,Portugal U20 National Team,user://assets/textures/territory_logo/188.webp,188,188,Portuguese Republic U20 National Team,,0,1,1
1245,Puerto Rico U20 National Team,user://assets/textures/territory_logo/189.webp,189,189,Commonwealth of Puerto Rico U20 National Team,,0,1,1
1246,Qatar U20 National Team,user://assets/textures/territory_logo/190.webp,190,190,State of Qatar U20 National Team,,0,1,1
1247,Réunion U20 National Team,user://assets/textures/territory_logo/191.webp,191,191,Réunion U20 National Team,,0,1,1
1248,Romania U20 National Team,user://assets/textures/territory_logo/192.webp,192,192,Romania U20 National Team,,0,1,1
